User_ID,Signup_Date,Age,Gender,State,Acquisition_Channel,Device_Type,App_Version,Current_Onboarding_Step,Completed_Onboarding,Days_to_Complete,First_Deposit,First_Transaction,Transaction_Amount,Support_Ticket,Ticket_Category,CSAT
PF01754,2025-05-03,27,Female,Lagos,Facebook,iPhone,4.2.1,Active,Yes,6,Yes,Yes,20016,No,None,4
PF01755,2025-06-19,38,Female,Abuja,Instagram,Android,4.2.0,Active,Yes,2,Yes,No,0,No,None,3
PF01756,2025-04-18,23,Male,Lagos,Instagram,Android,4.3.0,Link Bank,No,10,No,No,0,No,None,2
PF01757,2025-05-13,48,Male,Oyo,Google,Android,4.3.0,Active,Yes,3,Yes,Yes,118585,No,None,5
PF01758,2025-01-01,35,Female,Enugu,Instagram,iPhone,4.2.1,Verify Email,No,6,No,No,0,No,None,1
PF01759,2025-06-27,48,Female,Kano,Instagram,iPhone,4.2.1,Verify Phone,No,9,No,No,0,No,None,3
PF01760,2025-01-23,48,Male,Rivers,Organic,Android,4.1.0,Active,Yes,4,Yes,Yes,20234,No,None,4
PF01761,2025-05-11,18,Female,Kano,Google,Android,4.3.0,Complete KYC,No,8,No,No,0,No,None,4
PF01762,2025-06-21,41,Male,Abuja,Organic,Android,4.2.0,Verify Phone,No,1,No,No,0,No,None,2
PF01763,2025-01-04,37,Female,Kaduna,Instagram,Android,4.1.0,Verify Email,No,10,No,No,0,No,None,2
PF01764,2025-02-15,23,Male,Oyo,Referral,Android,4.1.0,First Deposit,No,1,No,No,0,Yes,Login,4
PF01765,2025-06-25,35,Male,Ogun,Google,Android,4.2.0,Active,Yes,5,Yes,Yes,101174,No,None,4
PF01766,2025-06-03,31,Male,Oyo,Facebook,Android,4.1.0,Active,Yes,2,Yes,Yes,70113,No,None,5
PF01767,2025-05-10,21,Female,Ogun,Instagram,iPhone,4.2.0,Verify Phone,No,10,No,No,0,Yes,KYC,1
PF01768,2025-05-19,36,Male,Abuja,Instagram,iPhone,4.2.0,Active,Yes,1,Yes,Yes,89736,No,None,4
PF01769,2025-02-11,43,Male,Rivers,Referral,Android,4.3.0,Active,Yes,3,No,No,0,No,None,5
PF01770,2025-02-10,27,Male,Kano,Facebook,iPhone,4.2.0,Active,Yes,3,Yes,Yes,126894,No,None,3
PF01771,2025-05-17,26,Male,Abuja,Google,Android,4.2.0,Link Bank,No,10,No,No,0,No,None,2
PF01772,2025-05-28,35,Female,Ogun,TikTok,iPhone,4.2.1,Active,Yes,2,Yes,Yes,99546,No,None,4
PF01773,2025-03-01,18,Male,Enugu,Instagram,Android,4.1.0,Active,Yes,4,Yes,No,0,Yes,Transfer,5
PF01774,2025-04-13,21,Female,Lagos,Google,Android,4.2.0,Active,Yes,7,Yes,Yes,140172,No,None,3
PF01775,2025-06-15,45,Female,Lagos,Referral,Android,4.1.0,Link Bank,No,1,No,No,0,No,None,2
PF01776,2025-01-16,33,Male,Rivers,Google,Android,4.2.0,Active,Yes,6,Yes,No,0,No,None,5
PF01777,2025-04-30,41,Male,Abuja,Referral,iPhone,4.1.0,Active,Yes,6,Yes,Yes,122495,No,None,4
PF01778,2025-03-17,38,Female,Kaduna,Organic,Android,4.1.0,Active,Yes,3,Yes,No,0,No,None,4
PF01779,2025-03-26,32,Male,Abuja,Referral,Android,4.1.0,Active,Yes,5,Yes,Yes,139777,Yes,Login,4
PF01780,2025-04-12,43,Male,Rivers,Referral,iPhone,4.2.1,Active,Yes,4,Yes,Yes,100584,Yes,Transfer,3
PF01781,2025-04-18,26,Female,Enugu,Instagram,Android,4.2.0,Verify Email,No,7,No,No,0,No,None,4
PF01782,2025-01-05,26,Male,Kano,TikTok,Android,4.3.0,Active,Yes,1,Yes,Yes,2145,Yes,BVN,5
PF01783,2025-06-12,23,Female,Ogun,TikTok,Android,4.1.0,Active,Yes,4,Yes,Yes,47987,No,None,3
PF01784,2025-02-23,33,Female,Kaduna,Google,Android,4.3.0,Active,Yes,3,Yes,Yes,26447,No,None,4
PF01785,2025-06-27,47,Male,Kano,TikTok,Android,4.3.0,Active,Yes,6,No,No,0,No,None,5
PF01786,2025-04-12,45,Female,Enugu,Referral,Android,4.2.0,Link Bank,No,4,No,No,0,Yes,Login,4
PF01787,2025-03-09,53,Female,Enugu,Google,Android,4.3.0,Active,Yes,7,Yes,Yes,126375,No,None,5
PF01788,2025-01-23,52,Female,Oyo,Organic,iPhone,4.2.1,Active,Yes,1,Yes,Yes,64411,Yes,BVN,5
PF01789,2025-06-30,48,Male,Rivers,Facebook,iPhone,4.2.1,Active,Yes,2,Yes,No,0,No,None,3
PF01790,2025-04-12,47,Female,Rivers,Facebook,Android,4.1.0,Active,Yes,6,Yes,Yes,89643,No,None,3
PF01791,2025-02-04,33,Male,Lagos,Referral,Android,4.1.0,Active,Yes,5,Yes,Yes,46924,No,None,4
PF01792,2025-02-05,31,Female,Ogun,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,87874,No,None,3
PF01793,2025-03-26,35,Female,Rivers,Organic,Android,4.2.0,Active,Yes,5,Yes,Yes,53884,No,None,3
PF01794,2025-02-01,19,Male,Enugu,TikTok,iPhone,4.2.1,Active,Yes,7,Yes,No,0,No,None,3
PF01795,2025-02-02,49,Female,Ogun,Google,Android,4.1.0,Active,Yes,6,Yes,No,0,No,None,4
PF01796,2025-03-18,48,Male,Ogun,Instagram,Android,4.1.0,Active,Yes,7,Yes,Yes,45424,No,None,4
PF01797,2025-02-04,36,Male,Lagos,Referral,iPhone,4.2.1,Active,Yes,4,Yes,Yes,114856,No,None,4
PF01798,2025-05-10,28,Female,Ogun,Google,Android,4.1.0,Add BVN,No,3,No,No,0,Yes,KYC,2
PF01799,2025-06-30,43,Male,Kano,Referral,iPhone,4.2.0,First Deposit,No,2,No,No,0,No,None,4
PF01800,2025-03-10,38,Female,Oyo,Instagram,iPhone,4.3.0,First Deposit,No,8,No,No,0,No,None,3
PF01801,2025-06-03,22,Female,Enugu,Instagram,iPhone,4.2.0,Active,Yes,3,Yes,Yes,55404,Yes,Transfer,4
PF01802,2025-03-17,31,Male,Rivers,TikTok,iPhone,4.2.1,Active,Yes,2,Yes,Yes,140897,No,None,3
PF01803,2025-06-19,24,Female,Kaduna,Referral,Android,4.2.0,Active,Yes,6,Yes,Yes,115540,No,None,3
PF01804,2025-02-05,30,Female,Ogun,Facebook,iPhone,4.1.0,Active,Yes,6,Yes,Yes,129894,Yes,Card,5
PF01805,2025-05-15,27,Male,Oyo,Google,Android,4.3.0,Active,Yes,3,Yes,No,0,No,None,4
PF01806,2025-05-14,21,Female,Abuja,Organic,Android,4.3.0,Active,Yes,6,Yes,Yes,141635,No,None,4
PF01807,2025-04-11,19,Female,Enugu,Referral,Android,4.3.0,Add BVN,No,4,No,No,0,No,None,2
PF01808,2025-01-01,46,Male,Oyo,Google,Android,4.3.0,Active,Yes,2,Yes,Yes,35710,Yes,Transfer,4
PF01809,2025-04-02,38,Female,Enugu,Organic,Android,4.3.0,Add BVN,No,6,No,No,0,No,None,3
PF01810,2025-05-07,40,Male,Rivers,Facebook,Android,4.1.0,Active,Yes,4,Yes,Yes,109770,No,None,3
PF01811,2025-03-16,21,Female,Abuja,Google,Android,4.2.0,Active,Yes,2,Yes,No,0,No,None,5
PF01812,2025-05-31,48,Female,Lagos,Instagram,iPhone,4.2.1,Link Bank,No,7,No,No,0,Yes,BVN,3
PF01813,2025-05-01,20,Male,Ogun,Instagram,Android,4.1.0,Active,Yes,5,Yes,No,0,Yes,BVN,5
PF01814,2025-06-14,44,Male,Rivers,Instagram,iPhone,4.3.0,Link Bank,No,4,No,No,0,Yes,Card,3
PF01815,2025-01-18,31,Female,Lagos,Referral,Android,4.1.0,Add BVN,No,10,No,No,0,No,None,4
PF01816,2025-02-04,35,Female,Rivers,Referral,Android,4.2.0,Active,Yes,3,Yes,Yes,12072,No,None,4
PF01817,2025-04-07,49,Female,Lagos,Referral,Android,4.3.0,Link Bank,No,5,No,No,0,No,None,3
PF01818,2025-05-30,53,Male,Rivers,Referral,Android,4.1.0,Active,Yes,3,Yes,Yes,12611,No,None,3
PF01819,2025-04-01,51,Male,Kano,Google,Android,4.1.0,Active,Yes,7,Yes,Yes,26262,No,None,4
PF01820,2025-06-20,47,Female,Kaduna,Google,Android,4.3.0,Active,Yes,1,Yes,Yes,112505,No,None,5
PF01821,2025-05-14,28,Male,Lagos,Google,iPhone,4.2.1,First Deposit,No,9,No,No,0,No,None,3
PF01822,2025-01-28,54,Female,Rivers,Facebook,iPhone,4.2.1,Verify Phone,No,6,No,No,0,No,None,4
PF01823,2025-06-09,35,Male,Ogun,Google,Android,4.3.0,Active,Yes,7,No,No,0,Yes,KYC,4
PF01824,2025-04-14,29,Male,Abuja,Google,iPhone,4.2.1,Verify Phone,No,8,No,No,0,No,None,2
PF01825,2025-03-17,27,Female,Kano,TikTok,Android,4.2.0,Active,Yes,5,Yes,No,0,No,None,3
PF01826,2025-02-04,47,Male,Oyo,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,45895,Yes,Card,3
PF01827,2025-01-10,45,Female,Kaduna,Organic,iPhone,4.2.0,Active,Yes,5,Yes,Yes,118080,No,None,5
PF01828,2025-03-08,22,Female,Enugu,Google,Android,4.3.0,Active,Yes,7,Yes,Yes,11431,No,None,5
PF01829,2025-02-23,47,Male,Kano,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,103395,Yes,Card,3
PF01830,2025-05-10,34,Female,Enugu,Facebook,Android,4.1.0,First Deposit,No,8,No,No,0,No,None,2
PF01831,2025-03-02,55,Female,Abuja,Instagram,iPhone,4.3.0,Active,Yes,7,Yes,Yes,144346,Yes,Card,5
PF01832,2025-05-19,51,Female,Abuja,Google,Android,4.1.0,Active,Yes,4,Yes,Yes,10607,No,None,3
PF01833,2025-04-27,55,Male,Oyo,Google,Android,4.3.0,Active,Yes,5,Yes,Yes,73063,No,None,5
PF01834,2025-06-19,45,Female,Ogun,Organic,Android,4.2.0,Active,Yes,4,Yes,Yes,109466,No,None,5
PF01835,2025-02-27,30,Female,Kano,Referral,Android,4.2.0,Active,Yes,6,Yes,Yes,58152,Yes,Login,4
PF01836,2025-06-11,20,Female,Ogun,Referral,Android,4.1.0,Link Bank,No,8,No,No,0,No,None,2
PF01837,2025-05-13,35,Female,Kaduna,Instagram,Android,4.3.0,Active,Yes,1,No,No,0,No,None,4
PF01838,2025-05-04,21,Male,Rivers,Organic,iPhone,4.1.0,Active,Yes,5,No,No,0,Yes,Transfer,5
PF01839,2025-06-04,22,Male,Ogun,Organic,Android,4.2.0,Active,Yes,7,Yes,Yes,80312,No,None,5
PF01840,2025-03-10,40,Female,Kaduna,Facebook,iPhone,4.2.1,Active,Yes,7,No,No,0,No,None,4
PF01841,2025-04-20,37,Male,Abuja,Google,iPhone,4.2.0,Active,Yes,4,Yes,Yes,32201,No,None,4
PF01842,2025-04-04,46,Male,Rivers,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,10894,Yes,KYC,4
PF01843,2025-05-24,41,Female,Rivers,Organic,Android,4.1.0,Active,Yes,4,Yes,Yes,19080,No,None,5
PF01844,2025-03-07,52,Male,Enugu,TikTok,Android,4.2.0,Complete KYC,No,5,No,No,0,No,None,4
PF01845,2025-03-07,42,Male,Abuja,Facebook,Android,4.2.0,Active,Yes,6,Yes,Yes,71185,No,None,5
PF01846,2025-01-30,45,Male,Ogun,Instagram,Android,4.1.0,Verify Phone,No,9,No,No,0,No,None,4
PF01847,2025-05-25,53,Male,Kaduna,Organic,Android,4.2.0,First Deposit,No,8,No,No,0,No,None,1
PF01848,2025-06-30,55,Female,Oyo,Referral,iPhone,4.2.1,Verify Email,No,10,No,No,0,No,None,2
PF01849,2025-05-18,43,Female,Oyo,Organic,iPhone,4.2.1,Active,Yes,7,Yes,No,0,No,None,5
PF01850,2025-06-15,55,Female,Rivers,Instagram,iPhone,4.2.1,Verify Phone,No,10,No,No,0,No,None,4
PF01851,2025-04-16,45,Male,Lagos,Instagram,Android,4.2.0,Complete KYC,No,3,No,No,0,No,None,1
PF01852,2025-02-04,26,Male,Oyo,Facebook,Android,4.1.0,Active,Yes,2,Yes,No,0,No,None,4
PF01853,2025-05-05,40,Male,Abuja,Google,Android,4.1.0,Active,Yes,6,Yes,Yes,32535,No,None,3
PF01854,2025-06-07,28,Male,Oyo,TikTok,Android,4.2.0,Active,Yes,4,No,No,0,No,None,4
PF01855,2025-02-05,42,Male,Abuja,Google,Android,4.1.0,Active,Yes,1,Yes,Yes,94507,No,None,5
PF01856,2025-04-08,39,Female,Rivers,Referral,Android,4.2.0,Active,Yes,3,Yes,Yes,12791,Yes,Card,4
PF01857,2025-01-01,29,Female,Kano,Instagram,iPhone,4.2.1,Complete KYC,No,5,No,No,0,No,None,3
PF01858,2025-05-21,43,Female,Rivers,Instagram,iPhone,4.2.1,Active,Yes,4,Yes,No,0,Yes,Login,4
PF01859,2025-04-07,23,Female,Ogun,Facebook,iPhone,4.2.1,Active,Yes,3,Yes,Yes,138883,No,None,5
PF01860,2025-03-23,31,Male,Rivers,Organic,Android,4.1.0,Active,Yes,3,Yes,Yes,115149,No,None,5
PF01861,2025-02-19,21,Female,Lagos,Instagram,iPhone,4.2.1,Verify Phone,No,5,No,No,0,Yes,KYC,3
PF01862,2025-01-24,22,Female,Oyo,Google,Android,4.1.0,Active,Yes,7,Yes,Yes,21346,No,None,3
PF01863,2025-01-12,43,Female,Enugu,Facebook,Android,4.2.0,Add BVN,No,9,No,No,0,No,None,1
PF01864,2025-02-06,45,Male,Oyo,Organic,iPhone,4.2.1,Active,Yes,6,Yes,Yes,9713,Yes,BVN,3
PF01865,2025-02-17,50,Female,Kano,Organic,iPhone,4.2.1,First Deposit,No,6,No,No,0,No,None,2
PF01866,2025-02-13,36,Male,Abuja,Facebook,Android,4.2.0,Active,Yes,1,Yes,Yes,84822,No,None,5
PF01867,2025-02-06,19,Male,Enugu,Google,Android,4.3.0,Active,Yes,2,Yes,Yes,10793,Yes,Login,3
PF01868,2025-05-31,26,Male,Rivers,Instagram,Android,4.3.0,Active,Yes,6,Yes,Yes,20798,Yes,BVN,4
PF01869,2025-05-17,37,Male,Oyo,Referral,Android,4.3.0,Active,Yes,2,Yes,No,0,Yes,BVN,3
PF01870,2025-03-04,34,Female,Enugu,Referral,Android,4.1.0,Active,Yes,5,Yes,Yes,79105,No,None,4
PF01871,2025-01-02,29,Female,Enugu,Google,Android,4.3.0,Active,Yes,7,Yes,Yes,115626,No,None,5
PF01872,2025-06-21,48,Male,Kaduna,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,107106,No,None,3
PF01873,2025-03-27,29,Female,Enugu,Google,Android,4.1.0,Active,Yes,7,Yes,No,0,No,None,3
PF01874,2025-06-13,50,Male,Enugu,Google,Android,4.2.0,Complete KYC,No,4,No,No,0,Yes,Card,3
PF01875,2025-02-10,36,Female,Kaduna,Organic,Android,4.3.0,Active,Yes,2,Yes,Yes,107881,Yes,Card,5
PF01876,2025-03-28,33,Male,Kaduna,Facebook,iPhone,4.2.0,Active,Yes,5,Yes,Yes,125471,Yes,Transfer,5
PF01877,2025-06-28,44,Male,Oyo,Facebook,Android,4.3.0,Active,Yes,5,Yes,Yes,65579,No,None,3
PF01878,2025-04-16,24,Female,Rivers,Facebook,Android,4.3.0,Active,Yes,5,Yes,Yes,21228,No,None,4
PF01879,2025-02-27,50,Male,Abuja,Google,iPhone,4.3.0,Active,Yes,1,Yes,Yes,55583,No,None,4
PF01880,2025-01-16,48,Male,Lagos,Organic,Android,4.3.0,Active,Yes,4,No,No,0,No,None,3
PF01881,2025-05-23,26,Female,Kaduna,Referral,Android,4.1.0,Add BVN,No,4,No,No,0,No,None,3
PF01882,2025-04-24,43,Male,Kano,Referral,iPhone,4.3.0,Active,Yes,7,Yes,Yes,107288,Yes,BVN,5
PF01883,2025-01-28,47,Male,Kaduna,Instagram,Android,4.3.0,Active,Yes,7,Yes,No,0,Yes,Transfer,5
PF01884,2025-04-09,36,Female,Abuja,Referral,Android,4.3.0,Active,Yes,6,Yes,Yes,87150,Yes,KYC,3
PF01885,2025-01-27,42,Male,Rivers,Facebook,iPhone,4.2.1,Active,Yes,6,Yes,Yes,9883,No,None,3
PF01886,2025-02-19,32,Male,Kaduna,Organic,Android,4.3.0,Active,Yes,4,Yes,Yes,72730,No,None,3
PF01887,2025-03-14,20,Female,Abuja,TikTok,iPhone,4.2.0,Active,Yes,1,Yes,Yes,143712,Yes,Transfer,3
PF01888,2025-03-14,55,Male,Lagos,Instagram,Android,4.1.0,Verify Phone,No,3,No,No,0,No,None,4
PF01889,2025-04-17,25,Female,Lagos,TikTok,Android,4.3.0,Active,Yes,2,Yes,Yes,53578,No,None,5
PF01890,2025-03-26,37,Female,Rivers,Organic,Android,4.1.0,Active,Yes,1,Yes,Yes,26209,No,None,5
PF01891,2025-01-26,31,Female,Lagos,Instagram,iPhone,4.2.1,Verify Phone,No,8,No,No,0,Yes,BVN,1
PF01892,2025-05-30,37,Male,Rivers,Facebook,Android,4.1.0,Active,Yes,5,Yes,Yes,76845,Yes,BVN,5
PF01893,2025-04-28,37,Female,Rivers,Organic,iPhone,4.2.1,Verify Email,No,7,No,No,0,No,None,3
PF01894,2025-05-06,42,Female,Enugu,Instagram,Android,4.3.0,Verify Phone,No,1,No,No,0,No,None,4
PF01895,2025-03-19,25,Female,Abuja,TikTok,iPhone,4.2.1,Verify Phone,No,6,No,No,0,No,None,1
PF01896,2025-01-20,33,Male,Kano,Facebook,Android,4.3.0,Active,Yes,6,Yes,Yes,144620,No,None,4
PF01897,2025-03-28,28,Female,Rivers,TikTok,Android,4.2.0,Verify Phone,No,3,No,No,0,No,None,3
PF01898,2025-05-05,22,Female,Kaduna,Google,iPhone,4.2.1,Active,Yes,3,Yes,No,0,No,None,3
PF01899,2025-01-08,41,Male,Kano,Google,Android,4.3.0,Verify Email,No,6,No,No,0,No,None,3
PF01900,2025-02-07,29,Female,Abuja,Google,Android,4.1.0,Complete KYC,No,7,No,No,0,No,None,3
PF01901,2025-04-08,18,Female,Lagos,Referral,Android,4.3.0,Verify Phone,No,4,No,No,0,Yes,Transfer,4
PF01902,2025-02-16,34,Male,Ogun,TikTok,Android,4.1.0,Active,Yes,6,No,No,0,No,None,5
PF01903,2025-06-03,21,Female,Abuja,Google,Android,4.1.0,Active,Yes,2,Yes,Yes,32906,No,None,5
PF01904,2025-02-11,26,Male,Rivers,Referral,Android,4.3.0,Active,Yes,1,Yes,Yes,41775,No,None,4
PF01905,2025-06-05,55,Female,Lagos,Instagram,Android,4.3.0,Complete KYC,No,8,No,No,0,No,None,1
PF01906,2025-02-28,41,Male,Abuja,Organic,Android,4.1.0,Complete KYC,No,4,No,No,0,No,None,4
PF01907,2025-02-07,28,Male,Lagos,TikTok,Android,4.1.0,Active,Yes,6,Yes,Yes,11730,No,None,4
PF01908,2025-05-15,33,Male,Rivers,Organic,Android,4.1.0,Active,Yes,3,Yes,Yes,87357,Yes,KYC,5
PF01909,2025-03-27,26,Male,Kaduna,Facebook,Android,4.2.0,Active,Yes,6,Yes,Yes,23282,No,None,5
PF01910,2025-05-23,32,Male,Enugu,Facebook,Android,4.3.0,Active,Yes,1,Yes,Yes,147357,No,None,3
PF01911,2025-06-20,27,Male,Oyo,TikTok,Android,4.3.0,Active,Yes,2,Yes,Yes,4602,No,None,4
PF01912,2025-05-22,38,Female,Ogun,TikTok,Android,4.2.0,Active,Yes,1,Yes,Yes,1173,No,None,5
PF01913,2025-04-21,54,Male,Kaduna,Google,Android,4.3.0,Add BVN,No,1,No,No,0,No,None,1
PF01914,2025-04-10,39,Female,Ogun,Facebook,Android,4.2.0,Active,Yes,1,Yes,Yes,117433,No,None,3
PF01915,2025-04-18,53,Male,Kaduna,Referral,Android,4.1.0,Active,Yes,6,Yes,Yes,126543,No,None,5
PF01916,2025-06-07,28,Female,Kaduna,Facebook,Android,4.2.0,Verify Email,No,6,No,No,0,No,None,1
PF01917,2025-05-17,36,Male,Oyo,TikTok,iPhone,4.2.1,Active,Yes,1,Yes,Yes,120110,No,None,4
PF01918,2025-01-29,39,Female,Oyo,Organic,Android,4.1.0,Active,Yes,3,Yes,Yes,8548,No,None,4
PF01919,2025-05-25,42,Male,Rivers,Facebook,Android,4.1.0,Active,Yes,7,Yes,Yes,89588,No,None,4
PF01920,2025-04-02,29,Male,Abuja,Facebook,Android,4.1.0,Active,Yes,2,Yes,Yes,37653,No,None,4
PF01921,2025-02-17,23,Female,Rivers,Instagram,Android,4.1.0,Verify Email,No,1,No,No,0,No,None,4
PF01922,2025-04-29,52,Male,Abuja,Google,Android,4.1.0,Add BVN,No,10,No,No,0,Yes,KYC,4
PF01923,2025-02-26,26,Female,Lagos,Organic,Android,4.1.0,Active,Yes,5,Yes,Yes,94924,Yes,BVN,3
PF01924,2025-04-18,24,Male,Abuja,Referral,Android,4.1.0,Active,Yes,2,Yes,Yes,17198,Yes,KYC,3
PF01925,2025-05-29,39,Female,Abuja,Google,Android,4.2.0,Active,Yes,6,Yes,Yes,17774,No,None,4
PF01926,2025-04-01,37,Male,Ogun,Referral,Android,4.1.0,Active,Yes,3,Yes,Yes,57936,Yes,BVN,3
PF01927,2025-04-09,47,Female,Abuja,Facebook,Android,4.2.0,Verify Email,No,8,No,No,0,Yes,KYC,3
PF01928,2025-04-01,30,Male,Abuja,Referral,iPhone,4.2.1,Active,Yes,4,Yes,Yes,124451,No,None,4
PF01929,2025-01-18,26,Male,Rivers,Referral,iPhone,4.2.0,Active,Yes,4,Yes,Yes,16695,Yes,BVN,3
PF01930,2025-06-22,25,Female,Ogun,Referral,iPhone,4.2.1,Active,Yes,7,Yes,Yes,88896,Yes,BVN,3
PF01931,2025-06-25,49,Male,Kano,Referral,Android,4.1.0,Active,Yes,6,Yes,Yes,135382,No,None,3
PF01932,2025-05-08,23,Male,Kaduna,TikTok,Android,4.1.0,Active,Yes,1,No,No,0,Yes,Login,3
PF01933,2025-05-26,52,Male,Oyo,TikTok,Android,4.1.0,Active,Yes,3,Yes,Yes,100640,No,None,3
PF01934,2025-02-02,48,Female,Abuja,Google,Android,4.3.0,Active,Yes,3,Yes,No,0,No,None,3
PF01935,2025-05-15,26,Male,Abuja,Instagram,Android,4.1.0,Complete KYC,No,3,No,No,0,No,None,4
PF01936,2025-03-16,29,Female,Ogun,Organic,iPhone,4.2.0,Active,Yes,2,Yes,No,0,No,None,4
PF01937,2025-02-26,33,Female,Kano,Referral,Android,4.2.0,Active,Yes,4,Yes,Yes,77940,No,None,3
PF01938,2025-02-12,35,Female,Kano,TikTok,Android,4.2.0,Active,Yes,3,Yes,Yes,34977,No,None,4
PF01939,2025-03-25,42,Female,Abuja,Instagram,iPhone,4.1.0,Add BVN,No,8,No,No,0,Yes,BVN,3
PF01940,2025-06-29,19,Female,Oyo,Facebook,iPhone,4.1.0,Active,Yes,1,Yes,No,0,No,None,3
PF01941,2025-02-17,27,Male,Kaduna,Organic,Android,4.3.0,First Deposit,No,1,No,No,0,No,None,3
PF01942,2025-05-07,54,Female,Rivers,Google,iPhone,4.2.1,Add BVN,No,1,No,No,0,Yes,Card,2
PF01943,2025-01-24,36,Female,Rivers,TikTok,Android,4.3.0,Verify Email,No,1,No,No,0,No,None,3
PF01944,2025-03-23,22,Female,Ogun,Google,iPhone,4.2.1,Active,Yes,6,Yes,Yes,137372,No,None,3
PF01945,2025-01-29,22,Male,Rivers,Instagram,iPhone,4.2.1,First Deposit,No,9,No,No,0,No,None,3
PF01946,2025-02-02,42,Female,Oyo,Facebook,iPhone,4.2.1,Active,Yes,5,Yes,No,0,No,None,5
PF01947,2025-05-19,43,Female,Abuja,Referral,Android,4.2.0,Active,Yes,3,Yes,Yes,114997,No,None,5
PF01948,2025-02-04,19,Female,Enugu,Facebook,iPhone,4.2.1,Verify Email,No,5,No,No,0,No,None,1
PF01949,2025-05-25,31,Female,Lagos,TikTok,iPhone,4.1.0,Active,Yes,3,Yes,Yes,91434,No,None,5
PF01950,2025-06-26,21,Male,Oyo,Organic,iPhone,4.2.1,First Deposit,No,1,No,No,0,No,None,1
PF01951,2025-01-16,36,Male,Kaduna,Facebook,Android,4.2.0,Complete KYC,No,2,No,No,0,No,None,3
PF01952,2025-02-18,51,Male,Kaduna,Google,Android,4.2.0,Active,Yes,3,Yes,Yes,4151,Yes,Transfer,5
PF01953,2025-03-23,42,Female,Ogun,Instagram,iPhone,4.2.1,Active,Yes,1,No,No,0,No,None,3
PF01954,2025-04-29,24,Female,Oyo,Google,Android,4.1.0,Active,Yes,5,No,No,0,No,None,5
PF01955,2025-04-19,25,Male,Ogun,TikTok,Android,4.2.0,Active,Yes,6,Yes,Yes,42898,No,None,4
PF01956,2025-01-11,38,Male,Kano,Organic,Android,4.2.0,Active,Yes,3,Yes,Yes,92167,No,None,4
PF01957,2025-06-30,27,Female,Oyo,Google,Android,4.1.0,Active,Yes,5,Yes,Yes,75000,Yes,Transfer,5
PF01958,2025-02-06,24,Female,Ogun,Facebook,Android,4.3.0,Active,Yes,7,Yes,Yes,144668,No,None,3
PF01959,2025-01-02,30,Male,Rivers,TikTok,Android,4.1.0,Add BVN,No,3,No,No,0,No,None,4
PF01960,2025-04-21,55,Male,Kaduna,Facebook,Android,4.3.0,Active,Yes,2,Yes,No,0,No,None,4
PF01961,2025-04-20,24,Male,Lagos,TikTok,Android,4.1.0,Verify Phone,No,9,No,No,0,No,None,4
PF01962,2025-02-02,18,Female,Oyo,Referral,iPhone,4.2.1,Add BVN,No,8,No,No,0,No,None,1
PF01963,2025-01-31,50,Female,Rivers,Facebook,iPhone,4.2.1,Active,Yes,4,Yes,Yes,17116,Yes,KYC,3
PF01964,2025-01-19,21,Male,Kaduna,Instagram,Android,4.2.0,First Deposit,No,1,No,No,0,No,None,4
PF01965,2025-06-27,46,Female,Abuja,TikTok,iPhone,4.2.0,First Deposit,No,10,No,No,0,No,None,4
PF01966,2025-01-28,42,Female,Enugu,Facebook,Android,4.2.0,Active,Yes,1,Yes,Yes,99992,No,None,3
PF01967,2025-02-19,36,Female,Lagos,Instagram,iPhone,4.2.1,Complete KYC,No,3,No,No,0,No,None,4
PF01968,2025-06-24,41,Male,Ogun,Referral,iPhone,4.2.1,Link Bank,No,2,No,No,0,No,None,2
PF01969,2025-06-09,18,Female,Lagos,Google,Android,4.3.0,Active,Yes,1,Yes,Yes,30960,Yes,Login,3
PF01970,2025-06-29,24,Male,Abuja,Google,iPhone,4.2.1,Active,Yes,5,Yes,Yes,147938,No,None,3
PF01971,2025-06-21,34,Female,Kano,Referral,iPhone,4.1.0,Active,Yes,3,Yes,Yes,94888,No,None,3
PF01972,2025-06-03,29,Male,Kaduna,Referral,Android,4.1.0,Add BVN,No,4,No,No,0,No,None,4
PF01973,2025-06-12,42,Female,Oyo,TikTok,Android,4.1.0,Active,Yes,4,Yes,Yes,107867,No,None,3
PF01974,2025-05-13,27,Female,Enugu,Google,Android,4.3.0,First Deposit,No,8,No,No,0,No,None,3
PF01975,2025-01-01,20,Male,Rivers,Instagram,Android,4.1.0,Active,Yes,6,Yes,Yes,84788,Yes,KYC,5
PF01976,2025-03-28,35,Male,Rivers,Google,Android,4.3.0,Active,Yes,1,Yes,Yes,52943,No,None,4
PF01977,2025-04-18,31,Female,Oyo,TikTok,Android,4.1.0,Active,Yes,1,Yes,Yes,62550,Yes,Transfer,5
PF01978,2025-01-30,18,Female,Lagos,Instagram,Android,4.1.0,Active,Yes,3,Yes,Yes,48110,No,None,3
PF01979,2025-06-09,32,Male,Kaduna,TikTok,Android,4.2.0,Active,Yes,2,Yes,Yes,140929,No,None,3
PF01980,2025-05-12,23,Male,Rivers,Referral,Android,4.1.0,Active,Yes,7,Yes,Yes,121288,No,None,4
